Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2022 06 24 17	0.03	273.81
2022 06 24 18	0.023	272.48
2022 06 24 19	0.019	273.01
2022 06 24 20	0.016	273.57
2022 06 24 21	0.011	275.19
2022 06 24 22	0.004	269.99
2022 06 24 23	0.005	90.0
2022 06 25 00	0.015	93.81
2022 06 25 01	0.027	92.12
2022 06 25 02	0.038	93.01
2022 06 25 03	0.042	92.72
2022 06 25 04	0.04	92.86
2022 06 25 05	0.047	92.43
2022 06 25 06	0.053	93.23
2022 06 25 07	0.056	93.06
2022 06 25 08	0.057	93.01
2022 06 25 09	0.057	93.01
2022 06 25 10	0.057	93.01
2022 06 25 11	0.056	93.06
2022 06 25 12	0.051	92.24
2022 06 25 13	0.046	92.48
2022 06 25 14	0.044	92.6
2022 06 25 15	0.042	92.72
2022 06 25 16	0.042	92.72
2022 06 25 17	0.046	92.48
2022 06 25 18	0.049	92.33
2022 06 25 19	0.049	92.33
2022 06 25 20	0.047	92.43
2022 06 25 21	0.045	92.54
2022 06 25 22	0.045	92.54
2022 06 25 23	0.042	92.72
2022 06 26 00	0.036	93.17
2022 06 26 01	0.032	91.78
2022 06 26 02	0.03	91.9
2022 06 26 03	0.03	91.9
2022 06 26 04	0.032	91.78
2022 06 26 05	0.035	93.27
2022 06 26 06	0.039	92.93
2022 06 26 07	0.044	92.6
2022 06 26 08	0.048	92.38
2022 06 26 09	0.051	92.24
2022 06 26 10	0.051	92.24
2022 06 26 11	0.049	92.33
2022 06 26 12	0.047	92.43
2022 06 26 13	0.044	92.6
2022 06 26 14	0.042	92.72
2022 06 26 15	0.04	92.86
2022 06 26 16	0.039	92.93
2022 06 26 17	0.042	92.72
2022 06 26 18	0.049	92.33
2022 06 26 19	0.056	93.06
2022 06 26 20	0.056	93.06
2022 06 26 21	0.055	93.12
2022 06 26 22	0.054	93.17
2022 06 26 23	0.052	92.2
2022 06 27 00	0.049	92.33
2022 06 27 01	0.044	92.6
2022 06 27 02	0.04	92.86
2022 06 27 03	0.038	93.01
2022 06 27 04	0.038	93.01
2022 06 27 05	0.041	92.79
2022 06 27 06	0.047	92.43
2022 06 27 07	0.053	92.16
2022 06 27 08	0.057	93.01
2022 06 27 09	0.059	92.91
2022 06 27 10	0.059	92.91
2022 06 27 11	0.057	93.01
2022 06 27 12	0.052	93.3
2022 06 27 13	0.042	92.72
2022 06 27 14	0.031	93.69
2022 06 27 15	0.019	93.01
2022 06 27 16	0.01	90.0
2022 06 27 17	0.005	90.0
2022 06 27 18	0.002	90.0
2022 06 27 19	0.002	90.0
2022 06 27 20	0.002	90.0
2022 06 27 21	0.001	269.99
2022 06 27 22	0.004	269.99
2022 06 27 23	0.003	269.99
2022 06 28 00	0.003	269.99
2022 06 28 01	0.004	269.99
2022 06 28 02	0.004	269.99
2022 06 28 03	0.003	269.99
2022 06 28 04	0.001	269.99
2022 06 28 05	0.002	90.0
2022 06 28 06	0.006	90.0
2022 06 28 07	0.008	90.0
2022 06 28 08	0.007	90.0
2022 06 28 09	0.0	0.0
2022 06 28 10	0.011	275.19
2022 06 28 11	0.023	272.48
2022 06 28 12	0.033	273.46
2022 06 28 13	0.036	273.17
2022 06 28 14	0.036	273.17
2022 06 28 15	0.033	273.46
2022 06 28 16	0.024	272.38
2022 06 28 17	0.011	275.19
2022 06 28 18	0.003	90.0
2022 06 28 19	0.015	93.81
2022 06 28 20	0.026	92.2
2022 06 28 21	0.033	93.46
2022 06 28 22	0.037	93.09
2022 06 28 23	0.037	93.09
2022 06 29 00	0.025	92.29
2022 06 29 01	0.026	92.2
2022 06 29 02	0.026	92.2
2022 06 29 03	0.025	92.29
2022 06 29 04	0.026	92.2
2022 06 29 05	0.027	92.12
2022 06 29 06	0.027	92.12
2022 06 29 07	0.031	91.84
2022 06 29 08	0.037	93.09
2022 06 29 09	0.041	92.79
2022 06 29 10	0.044	92.6
2022 06 29 11	0.041	92.79
2022 06 29 12	0.032	93.57
2022 06 29 13	0.024	92.38
2022 06 29 14	0.017	93.36
2022 06 29 15	0.009	96.34
2022 06 29 16	0.002	90.0
2022 06 29 17	0.001	269.99
2022 06 29 18	0.001	90.0
2022 06 29 19	0.006	90.0
2022 06 29 20	0.012	90.0
2022 06 29 21	0.02	92.86
2022 06 29 22	0.026	92.2
2022 06 29 23	0.031	91.84
2022 06 30 00	0.035	93.27
2022 06 30 01	0.037	93.09
2022 06 30 02	0.038	93.01
2022 06 30 03	0.039	92.93
2022 06 30 04	0.04	92.86
2022 06 30 05	0.042	92.72
2022 06 30 06	0.046	92.48
2022 06 30 07	0.049	92.33
2022 06 30 08	0.051	92.24
2022 06 30 09	0.054	93.17
2022 06 30 10	0.054	93.17
2022 06 30 11	0.051	92.24
2022 06 30 12	0.049	92.33
2022 06 30 13	0.046	92.48
2022 06 30 14	0.04	92.86
2022 06 30 15	0.032	93.57
2022 06 30 16	0.027	92.12
2022 06 30 17	0.023	92.48
2022 06 30 18	0.021	92.72
2022 06 30 19	0.023	92.48
2022 06 30 20	0.026	92.2
2022 06 30 21	0.028	92.04
2022 06 30 22	0.03	91.9
2022 06 30 23	0.029	91.97
2022 07 01 00	0.024	92.38
2022 07 01 01	0.017	93.36
2022 07 01 02	0.01	90.0
2022 07 01 03	0.003	90.0
2022 07 01 04	0.003	269.99
2022 07 01 05	0.008	269.99
2022 07 01 06	0.011	275.19
2022 07 01 07	0.013	274.39
2022 07 01 08	0.019	273.01
2022 07 01 09	0.029	273.94
2022 07 01 10	0.039	272.93
2022 07 01 11	0.053	273.23
2022 07 01 12	0.058	272.96
2022 07 01 13	0.062	272.77
2022 07 01 14	0.066	272.6
2022 07 01 15	0.068	272.52
2022 07 01 16	0.067	272.56
2022 07 01 17	0.061	272.81
2022 07 01 18	0.054	273.17
2022 07 01 19	0.045	272.54
2022 07 01 20	0.038	273.01
2022 07 01 21	0.033	273.46
2022 07 01 22	0.032	273.57
2022 07 01 23	0.031	273.69
2022 07 02 00	0.031	273.69
2022 07 02 01	0.031	273.69
2022 07 02 02	0.031	273.69
2022 07 02 03	0.031	273.69
2022 07 02 04	0.029	271.97
2022 07 02 05	0.025	272.29
2022 07 02 06	0.021	272.72
2022 07 02 07	0.017	273.36
2022 07 02 08	0.013	274.39
2022 07 02 09	0.009	269.99
2022 07 02 10	0.005	269.99
2022 07 02 11	0.0	0.0
2022 07 02 12	0.005	90.0
2022 07 02 13	0.003	90.0
2022 07 02 14	0.005	269.99
2022 07 02 15	0.017	273.36
2022 07 02 16	0.029	271.97
2022 07 02 17	0.039	272.93
2022 07 02 18	0.048	272.38
2022 07 02 19	0.048	272.38
2022 07 02 20	0.043	272.66
2022 07 02 21	0.029	271.97
2022 07 02 22	0.01	275.71
2022 07 02 23	0.002	90.0
2022 07 03 00	0.003	269.99
2022 07 03 01	0.014	274.08
2022 07 03 02	0.024	272.38
2022 07 03 03	0.033	273.46
2022 07 03 04	0.04	272.86
2022 07 03 05	0.044	272.6
2022 07 03 06	0.048	272.38
2022 07 03 07	0.053	273.23
2022 07 03 08	0.05	272.29
2022 07 03 09	0.053	273.23
2022 07 03 10	0.063	272.72
2022 07 03 11	0.074	273.09
2022 07 03 12	0.08	272.86
2022 07 03 13	0.081	272.82
2022 07 03 14	0.077	272.97
2022 07 03 15	0.069	272.48
2022 07 03 16	0.059	272.91
2022 07 03 17	0.052	273.3
2022 07 03 18	0.044	272.6
2022 07 03 19	0.04	272.86
2022 07 03 20	0.04	272.86
2022 07 03 21	0.041	272.79
2022 07 03 22	0.04	272.86
2022 07 03 23	0.039	272.93
2022 07 04 00	0.039	272.93
2022 07 04 01	0.039	272.93
2022 07 04 02	0.038	273.01
2022 07 04 03	0.034	273.36
2022 07 04 04	0.029	271.97
2022 07 04 05	0.02	272.86
2022 07 04 06	0.011	275.19
2022 07 04 07	0.002	269.99
2022 07 04 08	0.004	90.0
2022 07 04 09	0.008	90.0
2022 07 04 10	0.007	90.0
2022 07 04 11	0.001	90.0
2022 07 04 12	0.01	269.99
2022 07 04 13	0.026	272.2
2022 07 04 14	0.044	272.6
2022 07 04 15	0.059	272.91
2022 07 04 16	0.069	272.48
2022 07 04 17	0.07	272.45
2022 07 04 18	0.059	272.91
2022 07 04 19	0.038	273.01
2022 07 04 20	0.012	274.76
2022 07 04 21	0.008	90.0
2022 07 04 22	0.017	93.36
2022 07 04 23	0.018	93.17
2022 07 05 00	0.016	93.57
2022 07 05 01	0.01	90.0
2022 07 05 02	0.001	90.0
2022 07 05 03	0.009	269.99
2022 07 05 04	0.016	273.57
2022 07 05 05	0.02	272.86
2022 07 05 06	0.021	272.72
2022 07 05 07	0.019	273.01
2022 07 05 08	0.018	273.17
2022 07 05 09	0.017	273.36
2022 07 05 10	0.017	273.36
2022 07 05 11	0.018	273.17
2022 07 05 12	0.021	272.72
2022 07 05 13	0.028	272.04
2022 07 05 14	0.038	273.01
2022 07 05 15	0.046	272.48
2022 07 05 16	0.051	272.24
2022 07 05 17	0.053	272.16
2022 07 05 18	0.051	272.24
2022 07 05 19	0.044	272.6
2022 07 05 20	0.035	273.27
2022 07 05 21	0.027	272.12
2022 07 05 22	0.02	272.86
2022 07 05 23	0.012	274.76
2022 07 06 00	0.008	269.99
2022 07 06 01	0.005	269.99
2022 07 06 02	0.003	269.99
2022 07 06 03	0.001	90.0
2022 07 06 04	0.006	90.0
2022 07 06 05	0.014	94.08
2022 07 06 06	0.024	92.38
2022 07 06 07	0.032	91.78
2022 07 06 08	0.036	93.17
2022 07 06 09	0.037	93.09
2022 07 06 10	0.033	93.46
2022 07 06 11	0.028	92.04
2022 07 06 12	0.018	93.17
2022 07 06 13	0.001	269.99
2022 07 06 14	0.027	272.12
2022 07 06 15	0.045	272.54
2022 07 06 16	0.048	272.38
2022 07 06 17	0.044	272.6
2022 07 06 18	0.03	271.9
2022 07 06 19	0.01	275.71
2022 07 06 20	0.014	94.08
2022 07 06 21	0.037	93.09
2022 07 06 22	0.056	93.06
2022 07 06 23	0.061	92.81
2022 07 07 00	0.057	93.01
2022 07 07 01	0.048	92.38
2022 07 07 02	0.04	92.86
2022 07 07 03	0.028	92.04
2022 07 07 04	0.021	92.72
2022 07 07 05	0.016	93.57
2022 07 07 06	0.014	94.08
2022 07 07 07	0.014	94.08
2022 07 07 08	0.017	93.36
2022 07 07 09	0.018	93.17
2022 07 07 10	0.019	93.01
2022 07 07 11	0.019	93.01
2022 07 07 12	0.018	93.17
2022 07 07 13	0.013	94.39
2022 07 07 14	0.006	90.0
2022 07 07 15	0.004	269.99
2022 07 07 16	0.013	274.39
2022 07 07 17	0.023	272.48
2022 07 07 18	0.028	272.04
2022 07 07 19	0.021	272.72
2022 07 07 20	0.009	276.34
2022 07 07 21	0.003	90.0
2022 07 07 22	0.011	90.0
2022 07 07 23	0.011	90.0
2022 07 08 00	0.003	90.0
2022 07 08 01	0.006	269.99
2022 07 08 02	0.013	274.39
2022 07 08 03	0.018	273.17
2022 07 08 04	0.019	273.01
2022 07 08 05	0.017	273.36
2022 07 08 06	0.01	275.71
2022 07 08 07	0.003	269.99
2022 07 08 08	0.003	90.0
2022 07 08 09	0.008	90.0
2022 07 08 10	0.007	90.0
2022 07 08 11	0.003	269.99
2022 07 08 12	0.023	272.48
2022 07 08 13	0.048	272.38
2022 07 08 14	0.072	272.38
2022 07 08 15	0.086	272.66
2022 07 08 16	0.091	272.51
2022 07 08 17	0.092	272.48
2022 07 08 18	0.083	272.75
2022 07 08 19	0.068	272.52
2022 07 08 20	0.05	273.43
2022 07 08 21	0.029	273.94
2022 07 08 22	0.006	269.99
2022 07 08 23	0.012	90.0
2022 07 09 00	0.02	92.86
2022 07 09 01	0.016	93.57
2022 07 09 02	0.006	90.0
2022 07 09 03	0.006	269.99
2022 07 09 04	0.016	273.57
2022 07 09 05	0.023	272.48
2022 07 09 06	0.025	272.29
2022 07 09 07	0.024	272.38
2022 07 09 08	0.021	272.72
2022 07 09 09	0.02	272.86
2022 07 09 10	0.029	271.97
2022 07 09 11	0.05	272.29
2022 07 09 12	0.077	272.23
2022 07 09 13	0.089	272.57
2022 07 09 14	0.093	272.46
2022 07 09 15	0.093	272.46
2022 07 09 16	0.084	272.72
2022 07 09 17	0.076	273.01
2022 07 09 18	0.067	272.56
2022 07 09 19	0.05	273.43
2022 07 09 20	0.027	274.23
2022 07 09 21	0.004	284.03
2022 07 09 22	0.016	90.0
2022 07 09 23	0.028	92.04
2022 07 10 00	0.03	91.9
2022 07 10 01	0.02	92.86
2022 07 10 02	0.002	90.0
2022 07 10 03	0.02	272.86
2022 07 10 04	0.04	272.86
2022 07 10 05	0.053	272.16
2022 07 10 06	0.058	272.96
2022 07 10 07	0.062	272.77
2022 07 10 08	0.067	272.56
2022 07 10 09	0.068	272.52
2022 07 10 10	0.058	272.96
2022 07 10 11	0.051	273.36
2022 07 10 12	0.048	272.38
2022 07 10 13	0.051	272.24
2022 07 10 14	0.06	272.86
2022 07 10 15	0.07	272.45
2022 07 10 16	0.076	273.01
2022 07 10 17	0.074	273.09
2022 07 10 18	0.067	272.56
2022 07 10 19	0.055	273.12
2022 07 10 20	0.039	272.93
2022 07 10 21	0.02	272.86
2022 07 10 22	0.0	0.0
2022 07 10 23	0.017	93.36
2022 07 11 00	0.025	92.29
2022 07 11 01	0.02	92.86
2022 07 11 02	0.007	90.0
2022 07 11 03	0.007	269.99
2022 07 11 04	0.017	273.36
2022 07 11 05	0.024	272.38
2022 07 11 06	0.028	272.04
2022 07 11 07	0.031	271.84
2022 07 11 08	0.032	271.78
2022 07 11 09	0.031	271.84
2022 07 11 10	0.028	272.04
2022 07 11 11	0.024	272.38
2022 07 11 12	0.018	273.17
2022 07 11 13	0.007	278.13
2022 07 11 14	0.001	90.0
2022 07 11 15	0.001	90.0
2022 07 11 16	0.009	269.99
2022 07 11 17	0.027	272.12
2022 07 11 18	0.051	272.24
2022 07 11 19	0.07	272.45
2022 07 11 20	0.071	272.41
2022 07 11 21	0.069	272.48
2022 07 11 22	0.056	273.06
2022 07 11 23	0.037	273.09
2022 07 12 00	0.01	275.71
2022 07 12 01	0.018	90.0
2022 07 12 02	0.042	92.72
2022 07 12 03	0.059	92.91
2022 07 12 04	0.063	92.72
2022 07 12 05	0.056	93.06
2022 07 12 06	0.038	93.01
2022 07 12 07	0.012	94.76
2022 07 12 08	0.016	269.99
2022 07 12 09	0.036	271.59
2022 07 12 10	0.047	272.43
2022 07 12 11	0.049	272.33
2022 07 12 12	0.042	272.72
2022 07 12 13	0.026	272.2
2022 07 12 14	0.005	281.3
2022 07 12 15	0.013	90.0
2022 07 12 16	0.018	93.17
2022 07 12 17	0.004	90.0
2022 07 12 18	0.028	272.04
2022 07 12 19	0.072	272.38
2022 07 12 20	0.104	272.75
2022 07 12 21	0.105	272.72
2022 07 12 22	0.097	272.95
2022 07 12 23	0.084	272.72
2022 07 13 00	0.023	272.48
2022 07 13 01	0.003	288.43
2022 07 13 02	0.017	90.0
2022 07 13 03	0.029	91.97
2022 07 13 04	0.03	91.9
2022 07 13 05	0.019	93.01
2022 07 13 06	0.002	269.99
2022 07 13 07	0.032	271.78
2022 07 13 08	0.067	272.56
2022 07 13 09	0.089	272.57
2022 07 13 10	0.1	272.86
2022 07 13 11	0.111	272.57
2022 07 13 12	0.107	272.67
2022 07 13 13	0.091	272.51
2022 07 13 14	0.064	272.68
2022 07 13 15	0.035	273.27
2022 07 13 16	0.007	278.13
2022 07 13 17	0.014	90.0
2022 07 13 18	0.022	92.6
2022 07 13 19	0.018	93.17
2022 07 13 20	0.003	90.0
2022 07 13 21	0.018	273.17
2022 07 13 22	0.04	272.86
2022 07 13 23	0.057	273.01
2022 07 14 00	0.065	272.64
2022 07 14 01	0.066	272.6
2022 07 14 02	0.055	273.12
2022 07 14 03	0.036	273.17
2022 07 14 04	0.01	275.71
2022 07 14 05	0.014	90.0
2022 07 14 06	0.032	91.78
2022 07 14 07	0.035	93.27
2022 07 14 08	0.02	92.86
2022 07 14 09	0.008	269.99
2022 07 14 10	0.04	272.86
2022 07 14 11	0.064	272.68
2022 07 14 12	0.076	272.26
2022 07 14 13	0.08	272.86
2022 07 14 14	0.071	272.41
2022 07 14 15	0.046	272.48
2022 07 14 16	0.011	275.19
2022 07 14 17	0.022	92.6
2022 07 14 18	0.047	92.43
2022 07 14 19	0.057	93.01
2022 07 14 20	0.051	92.24
2022 07 14 21	0.03	93.81
2022 07 14 22	0.002	90.0
2022 07 14 23	0.026	272.2
2022 07 15 00	0.048	272.38
2022 07 15 01	0.057	273.01
2022 07 15 02	0.053	273.23
2022 07 15 03	0.037	273.09
2022 07 15 04	0.012	274.76
2022 07 15 05	0.015	90.0
2022 07 15 06	0.039	91.46
2022 07 15 07	0.055	92.08
2022 07 15 08	0.054	92.12
2022 07 15 09	0.031	91.84
2022 07 15 10	0.012	269.99
2022 07 15 11	0.047	272.43
2022 07 15 12	0.082	272.79
2022 07 15 13	0.099	272.89
2022 07 15 14	0.097	272.95
2022 07 15 15	0.084	272.72
2022 07 15 16	0.062	272.77
2022 07 15 17	0.035	273.27
2022 07 15 18	0.011	275.19
2022 07 15 19	0.011	90.0
2022 07 15 20	0.025	92.29
2022 07 15 21	0.029	91.97
2022 07 15 22	0.023	92.48
2022 07 15 23	0.011	90.0
2022 07 16 00	0.01	269.99
2022 07 16 01	0.035	273.27
2022 07 16 02	0.059	272.91
2022 07 16 03	0.079	272.89
2022 07 16 04	0.086	272.66
2022 07 16 05	0.08	272.86
2022 07 16 06	0.06	272.86
2022 07 16 07	0.044	272.6
2022 07 16 08	0.032	273.57
2022 07 16 09	0.023	272.48
2022 07 16 10	0.02	272.86
2022 07 16 11	0.024	272.38
2022 07 16 12	0.03	271.9
2022 07 16 13	0.03	271.9
2022 07 16 14	0.027	272.12
2022 07 16 15	0.023	272.48
2022 07 16 16	0.018	273.17
2022 07 16 17	0.011	275.19
2022 07 16 18	0.002	269.99
2022 07 16 19	0.011	90.0
2022 07 16 20	0.024	92.38
2022 07 16 21	0.035	91.63
2022 07 16 22	0.042	92.72
2022 07 16 23	0.042	92.72
2022 07 17 00	0.03	91.9
2022 07 17 01	0.014	94.08
2022 07 17 02	0.0	0.0
2022 07 17 03	0.011	269.99
2022 07 17 04	0.021	272.72
2022 07 17 05	0.026	272.2
2022 07 17 06	0.024	272.38
2022 07 17 07	0.017	273.36
2022 07 17 08	0.007	278.13
2022 07 17 09	0.001	90.0
2022 07 17 10	0.008	90.0
2022 07 17 11	0.01	90.0
2022 07 17 12	0.008	90.0
2022 07 17 13	0.006	90.0
2022 07 17 14	0.002	90.0
2022 07 17 15	0.001	269.99
2022 07 17 16	0.005	269.99
2022 07 17 17	0.008	269.99
2022 07 17 18	0.01	275.71
2022 07 17 19	0.011	275.19
2022 07 17 20	0.008	277.12
2022 07 17 21	0.001	90.0
2022 07 17 22	0.013	90.0
2022 07 17 23	0.023	92.48
2022 07 18 00	0.034	91.68
2022 07 18 01	0.041	92.79
2022 07 18 02	0.044	92.6
2022 07 18 03	0.042	92.72
2022 07 18 04	0.037	93.09
2022 07 18 05	0.029	91.97
2022 07 18 06	0.022	92.6
2022 07 18 07	0.016	93.57
2022 07 18 08	0.013	94.39
2022 07 18 09	0.017	93.36
2022 07 18 10	0.024	92.38
2022 07 18 11	0.036	93.17
2022 07 18 12	0.056	93.06
2022 07 18 13	0.077	92.97
2022 07 18 14	0.081	92.82
2022 07 18 15	0.083	92.75
2022 07 18 16	0.078	92.93
2022 07 18 17	0.068	92.52
2022 07 18 18	0.066	92.6
2022 07 18 19	0.07	92.45
2022 07 18 20	0.068	92.52
2022 07 18 21	0.072	92.38
2022 07 18 22	0.082	92.79
2022 07 18 23	0.085	92.69
2022 07 19 00	0.087	92.63
2022 07 19 01	0.086	92.66
2022 07 19 02	0.081	92.82
2022 07 19 03	0.074	93.09
2022 07 19 04	0.067	92.56
2022 07 19 05	0.059	92.91
2022 07 19 06	0.053	93.23
2022 07 19 07	0.049	92.33
2022 07 19 08	0.047	92.43
2022 07 19 09	0.048	92.38
2022 07 19 10	0.051	92.24
2022 07 19 11	0.054	92.12
2022 07 19 12	0.057	93.01
2022 07 19 13	0.056	93.06
2022 07 19 14	0.05	92.29
2022 07 19 15	0.04	92.86
2022 07 19 16	0.028	92.04
2022 07 19 17	0.016	93.57
2022 07 19 18	0.01	90.0
2022 07 19 19	0.016	93.57
2022 07 19 20	0.025	92.29
2022 07 19 21	0.038	93.01
2022 07 19 22	0.052	92.2
2022 07 19 23	0.068	92.52
2022 07 20 00	0.078	92.93
2022 07 20 01	0.092	92.48
2022 07 20 02	0.107	92.67
2022 07 20 03	0.121	92.83
2022 07 20 04	0.13	93.08
2022 07 20 05	0.139	92.88
2022 07 20 06	0.133	93.01
2022 07 20 07	0.113	93.03
2022 07 20 08	0.095	93.01
2022 07 20 09	0.08	92.86
2022 07 20 10	0.071	92.41
2022 07 20 11	0.068	92.52
2022 07 20 12	0.069	92.48
2022 07 20 13	0.072	93.17
2022 07 20 14	0.076	93.01
2022 07 20 15	0.079	92.89
2022 07 20 16	0.078	92.93
2022 07 20 17	0.073	93.13
2022 07 20 18	0.062	92.77
2022 07 20 19	0.047	92.43
2022 07 20 20	0.033	93.46
2022 07 20 21	0.022	92.6
2022 07 20 22	0.016	93.57
2022 07 20 23	0.014	90.0
2022 07 21 00	0.01	90.0
2022 07 21 01	0.007	90.0
2022 07 21 02	0.009	90.0
2022 07 21 03	0.01	90.0
2022 07 21 04	0.011	90.0
2022 07 21 05	0.012	90.0
2022 07 21 06	0.012	90.0
2022 07 21 07	0.009	90.0
2022 07 21 08	0.006	90.0
2022 07 21 09	0.004	90.0
2022 07 21 10	0.003	269.99
2022 07 21 11	0.008	277.12
2022 07 21 12	0.013	274.39
2022 07 21 13	0.015	273.81
2022 07 21 14	0.012	274.76
2022 07 21 15	0.01	275.71
2022 07 21 16	0.009	276.34
2022 07 21 17	0.008	277.12
2022 07 21 18	0.003	269.99
2022 07 21 19	0.005	90.0
2022 07 21 20	0.015	90.0
2022 07 21 21	0.026	92.2
2022 07 21 22	0.034	91.68
2022 07 21 23	0.035	93.27
2022 07 22 00	0.031	91.84
2022 07 22 01	0.026	92.2
2022 07 22 02	0.021	92.72
2022 07 22 03	0.015	93.81
2022 07 22 04	0.009	96.34
2022 07 22 05	0.002	90.0
2022 07 22 06	0.005	269.99
2022 07 22 07	0.012	269.99
2022 07 22 08	0.017	273.36
2022 07 22 09	0.022	272.6
2022 07 22 10	0.024	272.38
2022 07 22 11	0.022	272.6
2022 07 22 12	0.016	273.57
2022 07 22 13	0.011	275.19
2022 07 22 14	0.004	269.99
2022 07 22 15	0.003	90.0
2022 07 22 16	0.009	90.0
2022 07 22 17	0.013	94.39
2022 07 22 18	0.015	93.81
2022 07 22 19	0.015	93.81
2022 07 22 20	0.009	96.34
2022 07 22 21	0.001	269.99
2022 07 22 22	0.009	269.99
2022 07 22 23	0.014	274.08
2022 07 23 00	0.014	274.08
2022 07 23 01	0.009	276.34
2022 07 23 02	0.002	269.99
2022 07 23 03	0.006	90.0
2022 07 23 04	0.014	90.0
2022 07 23 05	0.02	92.86
2022 07 23 06	0.024	92.38
2022 07 23 07	0.024	92.38
2022 07 23 08	0.021	92.72
2022 07 23 09	0.013	94.39
2022 07 23 10	0.006	269.99
2022 07 23 11	0.034	273.36
2022 07 23 12	0.054	272.12
2022 07 23 13	0.058	272.96
2022 07 23 14	0.065	272.64
2022 07 23 15	0.066	272.6
2022 07 23 16	0.064	272.68
2022 07 23 17	0.063	272.72
2022 07 23 18	0.061	272.81
2022 07 23 19	0.058	272.96
2022 07 23 20	0.052	273.3
2022 07 23 21	0.046	272.48
2022 07 23 22	0.039	272.93
2022 07 23 23	0.03	273.81
2022 07 24 00	0.021	272.72
2022 07 24 01	0.018	273.17
2022 07 24 02	0.02	272.86
2022 07 24 03	0.025	272.29
2022 07 24 04	0.03	273.81
2022 07 24 05	0.037	273.09
2022 07 24 06	0.049	272.33
2022 07 24 07	0.055	273.12
2022 07 24 08	0.053	272.16
2022 07 24 09	0.044	272.6
2022 07 24 10	0.034	273.36
2022 07 24 11	0.022	272.6
2022 07 24 12	0.007	269.99
2022 07 24 13	0.01	90.0
2022 07 24 14	0.027	92.12
2022 07 24 15	0.034	93.36
2022 07 24 16	0.035	93.27
2022 07 24 17	0.042	92.72
2022 07 24 18	0.045	92.54
2022 07 24 19	0.04	92.86
2022 07 24 20	0.031	93.69
2022 07 24 21	0.022	92.6
2022 07 24 22	0.017	93.36
2022 07 24 23	0.017	93.36
2022 07 25 00	0.02	92.86
2022 07 25 01	0.023	92.48
2022 07 25 02	0.026	92.2
2022 07 25 03	0.027	92.12
2022 07 25 04	0.028	92.04
2022 07 25 05	0.03	91.9
2022 07 25 06	0.035	93.27
2022 07 25 07	0.039	92.93
2022 07 25 08	0.043	92.66
2022 07 25 09	0.05	92.29
2022 07 25 10	0.055	93.12
2022 07 25 11	0.058	92.96
2022 07 25 12	0.057	93.01
2022 07 25 13	0.052	93.3
2022 07 25 14	0.042	92.72
2022 07 25 15	0.027	92.12
2022 07 25 16	0.013	94.39
2022 07 25 17	0.005	90.0
2022 07 25 18	0.001	269.99
2022 07 25 19	0.004	269.99
2022 07 25 20	0.005	269.99
2022 07 25 21	0.004	269.99
2022 07 25 22	0.001	269.99
2022 07 25 23	0.002	90.0
2022 07 26 00	0.008	90.0
2022 07 26 01	0.014	94.08
2022 07 26 02	0.018	93.17
2022 07 26 03	0.018	93.17
2022 07 26 04	0.015	93.81
2022 07 26 05	0.007	90.0
2022 07 26 06	0.002	269.99
2022 07 26 07	0.011	269.99
2022 07 26 08	0.02	272.86
2022 07 26 09	0.028	272.04
2022 07 26 10	0.037	273.09
2022 07 26 11	0.044	272.6
2022 07 26 12	0.05	272.29
2022 07 26 13	0.053	273.23
2022 07 26 14	0.051	272.24
2022 07 26 15	0.046	272.48
2022 07 26 16	0.04	272.86
2022 07 26 17	0.032	273.57
2022 07 26 18	0.025	272.29
2022 07 26 19	0.02	272.86
2022 07 26 20	0.017	273.36
2022 07 26 21	0.019	273.01
2022 07 26 22	0.024	272.38
2022 07 26 23	0.026	272.2
2022 07 27 00	0.022	272.6
2022 07 27 01	0.022	272.6
2022 07 27 02	0.022	272.6
2022 07 27 03	0.019	273.01
2022 07 27 04	0.013	274.39
2022 07 27 05	0.005	269.99
2022 07 27 06	0.006	90.0
2022 07 27 07	0.014	94.08
2022 07 27 08	0.019	93.01
2022 07 27 09	0.02	92.86
2022 07 27 10	0.016	93.57
2022 07 27 11	0.012	94.76
2022 07 27 12	0.005	90.0
2022 07 27 13	0.007	269.99
2022 07 27 14	0.019	273.01
2022 07 27 15	0.031	271.84
2022 07 27 16	0.041	272.79
2022 07 27 17	0.049	272.33
2022 07 27 18	0.053	272.16
2022 07 27 19	0.053	272.16
2022 07 27 20	0.047	272.43
2022 07 27 21	0.039	272.93
2022 07 27 22	0.031	271.84
2022 07 27 23	0.022	272.6
2022 07 28 00	0.014	274.08
2022 07 28 01	0.006	269.99
2022 07 28 02	0.004	90.0
2022 07 28 03	0.014	94.08
2022 07 28 04	0.023	92.48
2022 07 28 05	0.029	91.97
2022 07 28 06	0.031	91.84
2022 07 28 07	0.027	92.12
2022 07 28 08	0.018	93.17
2022 07 28 09	0.005	90.0
2022 07 28 10	0.013	269.99
2022 07 28 11	0.036	273.17
2022 07 28 12	0.063	272.72
2022 07 28 13	0.079	272.89
2022 07 28 14	0.083	272.75
2022 07 28 15	0.081	272.82
2022 07 28 16	0.074	273.09
2022 07 28 17	0.062	272.77
2022 07 28 18	0.045	272.54
2022 07 28 19	0.028	272.04
